Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_1 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_10 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_3 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_5 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_1 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_10 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_3 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_5 Docs,t5-base_q_a_512_t5-base_q_a_512_1 Docs,t5-base_q_a_512_t5-base_q_a_512_10 Docs,t5-base_q_a_512_t5-base_q_a_512_3 Docs,t5-base_q_a_512_t5-base_q_a_512_5 Docs
icsa-24-102-08_chunk_0.txt,512,,The vulnerability affects all RSA padding modes,The vulnerability affects all RSA padding modes,The vulnerability affects all RSA padding modes,The vulnerability affects all RSA padding modes,3.2 Vulnerability Overview 3.,3.2 Vulnerability Overview 3.,3.2 Vulnerability Overview 3.,3.2 Vulnerability Overview 3.,Successful exploitation of this vulnerability could 3.,"Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444",Successful exploitation of this vulnerability could 3.,Successful exploitation of this vulnerability could 3.
aa23-187a_chunk_5.txt,512,,to evade network defenses,to evade network defenses,to evade network defenses,to evade network defenses,2 =,2 =,2 =,2 =,Pass the Hash,Pass the Hash,Pass the Hash,Pass the Hash
aa23-250a_chunk_10.txt,512,,16 characters,16 characters,16 characters,16 characters,"escalations and role changes, as well","escalations and role changes, as well","escalations and role changes, as well","escalations and role changes, as well",16 characters,16 characters,16 characters,16 characters
aa23-215a_chunk_3.txt,512,,Setting up secure development team practices,Setting up secure development team practices,Setting up secure development team practices,Setting up secure development team practices,e.g,e.g,e.g,e.g,"Prioritize patching known exploited vulnerabilities, especially those CVEs identified by the authoring agencies","Prioritize patching known exploited vulnerabilities, especially those CVEs identified by the authoring agencies","Prioritize patching known exploited vulnerabilities, especially those CVEs identified by the authoring agencies","Prioritize patching known exploited vulnerabilities, especially those CVEs identified by the authoring agencies"
icsa-23-222-07_chunk_4.txt,512,,Update to V3.0.3,Update to V3.0.3,Update to V3.0.3,Update to V3.0.3,3,3,3,3,Update to V3.0.3 or later SIMATIC S7-1500 CPU 1513F-2 PN (6ES7513-1RM03-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1515F-2 PN/DP (6ES7516-3FN00-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1517F-4 PN/DP (6ES7518-4FX00-1AB0): Update to V3.0.3 or later SIMA,Update to V3.0.3 or later SIMATIC S7-1500 CPU 1513F-2 PN (6ES7513-1RM03-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1515F-2 PN/DP (6ES7516-3FN00-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1517F-4 PN/DP (6ES7518-4FX00-1AB0): Update to V3.0.3 or later SIMA,Update to V3.0.3 or later SIMATIC S7-1500 CPU 1513F-2 PN (6ES7513-1RM03-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1515F-2 PN/DP (6ES7516-3FN00-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1517F-4 PN/DP (6ES7518-4FX00-1AB0): Update to V3.0.3 or later SIMA,Update to V3.0.3 or later SIMATIC S7-1500 CPU 1513F-2 PN (6ES7513-1RM03-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1515F-2 PN/DP (6ES7516-3FN00-0AB0): Update to V3.0.3 or later SIMATIC S7-1500 CPU 1517F-4 PN/DP (6ES7518-4FX00-1AB0): Update to V3.0.3 or later SIMA
icsa-24-046-15_chunk_13.txt,512,,denial of service through memory exhaustion,denial of service through memory exhaustion,denial of service through memory exhaustion,denial of service through memory exhaustion,SOCKS5 proxy to allow that to resolve the address instead,SOCKS5 proxy to allow that to resolve the address instead,SOCKS5 proxy to allow that to resolve the address instead,SOCKS5 proxy to allow that to resolve the address instead,Spring Security is securing more than one servlet in a single application,Spring Security is securing more than one servlet in a single application,Spring Security is securing more than one servlet in a single application,Spring Security is securing more than one servlet in a single application
aa23-144a_chunk_2.txt,512,,the entirety of those directory structures should be analyzed,the entirety of those directory structures should be analyzed,the entirety of those directory structures should be analyzed,the entirety of those directory structures should be analyzed,SECURITY <path specified in command,SECURITY <path specified in command,SECURITY <path specified in command,SECURITY <path specified in command,TRUE,TRUE,TRUE,TRUE
aa22-277a_chunk_1.txt,512,,creating a semi-interactive shell with the target device,extortion of the organization,creating a semi-interactive shell with the target device,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic,part of their techniques to remotely access the Microsoft Exchange server. Use,"enumerate accessible network shares in a domain.[21],[22",part of their techniques to remotely access the Microsoft Exchange server. Use,.g,to exfiltrate the remaining sensitive files,Exfiltration,"a range of malicious cyber activity, such as network reconnaissance, remote access and tunneling, credential dumping, and file exfiltration","a range of malicious cyber activity, such as network reconnaissance, remote access and tunneling, credential dumping, and file exfiltration"
aa23-158a_chunk_7.txt,512,,To aid in detecting the ransomware,Protect yourself from Ransomware,To aid in detecting the ransomware,To aid in detecting the ransomware,"CPG 2.F]. Identify, detect",CK techniques identified in this advisory,"CPG 2.F]. Identify, detect","CPG 2.F]. Identify, detect",TRUE,TRUE,legitimate freeware and open-source tools LockBit affiliates have repurposed for ransomware operations,legitimate freeware and open-source tools LockBit affiliates have repurposed for ransomware operations
icsa-24-074-11_chunk_4.txt,512,,perform a denial of service,perform a denial of service,perform a denial of service,perform a denial of service,6.4,6.4,6.4,6.4,perform a denial of service via specially crafted HTTP requests,a .NET DLL that is designed to invoke PowerShell to download and execute a file on the system,perform a denial of service via specially crafted HTTP requests,Obtain Capabilities: Malware T1587.001 Actors exploited a known vulnerability (CVE-2022-47966) in the organization’s web server hosting Zoho ManageEngine ServiceDesk Plus
icsa-24-074-07_chunk_5.txt,512,,remote code execution,remote code execution,remote code execution,remote code execution,due to an incorrect bounds check. This could lead,due to an incorrect bounds check. This could lead,due to an incorrect bounds check. This could lead,due to an incorrect bounds check. This could lead,"Android Versions: Android-11, Android-8.1, Android-9, Android-10, Android-11 Android ID: A-172841550","Android Versions: Android-11, Android-8.1, Android-9, Android-10, Android-11 Android ID: A-172841550","Android Versions: Android-11, Android-8.1, Android-9, Android-10, Android-11 Android ID: A-172841550","Android Versions: Android-11, Android-8.1, Android-9, Android-10, Android-11 Android ID: A-172841550"
aa22-055a_chunk_4.txt,512,,to establish persistence,to establish persistence,to establish persistence,to establish persistence,MuddyWater,MuddyWater,MuddyWater,MuddyWater,establish persistence,establish persistence,establish persistence,establish persistence
aa20-275a_chunk_2.txt,512,,organizations should focus on detecting and responding to malicious activity to limit impact,organizations should focus on detecting and responding to malicious activity to limit impact,organizations should focus on detecting and responding to malicious activity to limit impact,organizations should focus on detecting and responding to malicious activity to limit impact,Spearphishing Link [T1566,Spearphishing Link [T1566,Spearphishing Link [T1566,Spearphishing Link [T1566,"To achieve reconnaissance (Technical Information Gathering [TA0015]), staging (Stage Capabilities [TA0026]), and testing (Test Capabilities [TA0025]) before executing an attack","To achieve reconnaissance (Technical Information Gathering [TA0015]), staging (Stage Capabilities [TA0026]), and testing (Test Capabilities [TA0025]) before executing an attack","To achieve reconnaissance (Technical Information Gathering [TA0015]), staging (Stage Capabilities [TA0026]), and testing (Test Capabilities [TA0025]) before executing an attack","To achieve reconnaissance (Technical Information Gathering [TA0015]), staging (Stage Capabilities [TA0026]), and testing (Test Capabilities [TA0025]) before executing an attack"
aa21-008a_chunk_1.txt,512,,unique due to the growing and rapidly evolving technology footprints of major vendors,unique due to the growing and rapidly evolving technology footprints of major vendors,unique due to the growing and rapidly evolving technology footprints of major vendors,unique due to the growing and rapidly evolving technology footprints of major vendors,CISA. There are a number,CISA. There are a number,CISA. There are a number,CISA. There are a number,TRUE,SolarWinds Orion,TRUE,SolarWinds Orion
aa22-117a_chunk_5.txt,512,,Deserialization ACSC Alert,Deserialization ACSC Alert,Deserialization ACSC Alert,Deserialization ACSC Alert,gc.ca. New Zealand organizations,gc.ca. New Zealand organizations,gc.ca. New Zealand organizations,gc.ca. New Zealand organizations,"8.2 before 8.2R12.1, 8.3 before 8.3R7.1, and 9.0 before 9.0R3.4","8.2 before 8.2R12.1, 8.3 before 8.3R7.1, and 9.0 before 9.0R3.4","8.2 before 8.2R12.1, 8.3 before 8.3R7.1, and 9.0 before 9.0R3.4","8.2 before 8.2R12.1, 8.3 before 8.3R7.1, and 9.0 before 9.0R3.4"
aa23-319a_chunk_5.txt,512,,incorporating secure-by-design and -default principles,incorporating secure-by-design and -default principles,incorporating secure-by-design and -default principles,incorporating secure-by-design and -default principles,"CPG 1.E, 2","CPG 1.E, 2","CPG 1.E, 2","CPG 1.E, 2","Require phishing-resistant MFA for all services to the extent possible, particularly for webmail, VPN, and accounts that access critical systems",TRUE,"Require phishing-resistant MFA for all services to the extent possible, particularly for webmail, VPN, and accounts that access critical systems","Require phishing-resistant MFA for all services to the extent possible, particularly for webmail, VPN, and accounts that access critical systems"
